NPB選手ID,id,選手,名前(フリガナ),ロングリスト,所属部門,team_id,team,pos1,pos2,pos3,投,打,身長,体重,年齢,生年月日,編成,選手登録状態,英語表示名,real_name_in_english,NPB選手ID,背番号,背番号#,teamEN,nameTM
21225137,500880315,松葉　貴大,マツバ　タカヒロ,プロ(他球団),他球団,39194887,中日,投手,先発,なし,左,左,178,82,31,1990/08/14,支配下,2軍,Takahiro Matsuba,Takahiro Matsuba,21225137,38,#38,CHU_DRA,21225137
31735138,524735633,木浪　聖也,キナミ　セイヤ,プロ(他球団),他球団,894509462,阪神,内野手,遊撃手,なし,右,左,179,80,27,1994/06/15,支配下,2軍,Seiya Kinami,Seiya Kinami,31735138,0,#0,HAN_TIG,31735138
51155134,544710284,有吉　優樹,アリヨシ　ユウキ,プロ(他球団),他球団,87807262,横浜,投手,先発,中継ぎ,右,右,178,87,31,1991/03/12,支配下,2軍,Yuki Ariyoshi,Yuki Ariyoshi,51155134,67,#67,BAY_STA,51155134
41245134,566491271,張　奕,チョウ　ヤク,プロ(他球団),他球団,473072806,オリックス,投手,先発,先発,右,右,182,86,28,1994/02/26,支配下,2軍,Yaku Cho,Yaku Cho,41245134,98,#98,ORI_BUF,41245134
63165134,570714407,柳　裕也,ヤナギ　ユウヤ,プロ(他球団),他球団,39194887,中日,投手,先発,なし,右,右,180,85,27,1994/04/22,支配下,2軍,Yuya Yanagi,Yuya Yanagi,63165134,17,#17,CHU_DRA,63165134
31535130,578499823,小田　裕也,オダ　ユウヤ,プロ(他球団),他球団,473072806,オリックス,外野手,右翼手,中堅手,右,左,172,75,32,1989/11/04,支配下,2軍,Yuya Oda,Yuya Oda,31535130,50,#50,ORI_BUF,31535130
21225132,597651083,東條　大樹,トウジョウ　タイキ,プロ(他球団),他球団,459227327,ロッテ,投手,中継ぎ,なし,右,右,178,85,30,1991/08/15,支配下,2軍,Taiki Tojo,Taiki Tojo,21225132,20,#20,CHI_MAR,21225132
1205134,649878631,田村　伊知郎,タムラ　イチロウ,プロ(他球団),他球団,458039366,西武,投手,中継ぎ,抑え,右,左,173,86,27,1994/09/19,支配下,2軍,Ichiro Tamura,Ichiro Tamura,1205134,40,#40,SAI_LIO,1205134
73375134,663418846,吉川　尚輝,ヨシカワ　ナオキ,プロ(他球団),他球団,1007859055,巨人,内野手,二塁手,遊撃手,右,左,177,78,27,1995/02/08,支配下,2軍,Naoki Yoshikawa,Naoki Yoshikawa,73375134,2,#2,YOM_GIA,73375134
81685139,713398255,渡邉　諒,ワタナベ　リョウ,プロ(他球団),他球団,842851725,日本ハム,内野手,二塁手,三塁手,右,右,178,86,26,1995/04/30,支配下,2軍,Ryo Watanabe,Ryo Watanabe,81685139,23,#23,,81685139
71075139,733705466,中村　祐太,ナカムラ　ユウタ,プロ(他球団),他球団,743993386,広島,投手,先発,なし,右,右,184,89,26,1995/08/31,支配下,2軍,Yuta Nakamura,Yuta Nakamura,71075139,67,#67,,71075139
31835155,756341464,福元　悠真,フクモト　ユウマ,プロ(他球団),他球団,39194887,中日,外野手,右翼手,なし,右,右,180,90,22,1999/12/01,支配下,2軍,Yuma Hukumoto,Yuma Hukumoto,31835155,23,#23,CHU_DRA,31835155
3305132,771371791,渡辺　勝,ワタナベ　マサル,プロ(他球団),他球団,39194887,中日,外野手,右翼手,左翼手,右,左,172,78,28,1993/10/14,支配下,2軍,Masaru Watanabe,Masaru Watanabe,3305132,31,#31,CHU_DRA,3305132
91495134,781731352,長坂　拳弥,ナガサカ　ケンヤ,プロ(他球団),他球団,894509462,阪神,捕手,捕手,なし,右,右,173,75,27,1994/04/28,支配下,2軍,Kenya Nagasaka,Kenya Nagasaka,91495134,57,#57,HAN_TIG,91495134
33135138,799450371,吉田　大成,ヨシダ　タイセイ,プロ(他球団),他球団,998943140,ヤクルト,内野手,三塁手,遊撃手,右,左,175,80,27,1995/03/07,支配下,2軍,Taisei Yoshida,T.Yoshida,33135138,66,#66,YAK_SWA,33135138
61065137,854217091,伏見　寅威,フシミ　トライ,プロ(他球団),他球団,473072806,オリックス,捕手,捕手,一塁手,右,右,182,87,31,1990/05/12,支配下,2軍,Torai Fushimi,Torai Fushimi,61065137,23,#23,ORI_BUF,61065137
51555137,874615660,鍵谷　陽平,カギヤ　ヨウヘイ,プロ(他球団),他球団,1007859055,巨人,投手,中継ぎ,先発,右,右,178,86,31,1990/09/23,支配下,2軍,Yohei Kagiya,Yohei Kagiya,51555137,30,#30,YOM_GIA,51555137
61165132,910121460,阿部　寿樹,アベ　トシキ,プロ(他球団),他球団,39194887,中日,内野手,二塁手,一塁手,右,右,185,85,32,1989/12/03,支配下,2軍,Toshiki Abe,Toshiki Abe,61165132,5,#5,CHU_DRA,61165132
11615137,932798214,谷内　亮太,ヤチ　リョウタ,プロ(他球団),他球団,842851725,日本ハム,内野手,遊撃手,三塁手,右,右,177,82,31,1991/02/03,支配下,2軍,Ryota Yachi,Ryota Yachi,11615137,32,#32,,11615137
1005137,964611896,東浜　巨,ヒガシハマ　ナオ,プロ(他球団),他球団,724939825,ソフトバンク,投手,先発,なし,右,右,182,83,31,1990/06/20,支配下,2軍,Nao Higashihama,Nao Higashihama,1005137,16,#16,HOK_FIG,1005137
21125134,992106814,石井　一成,イシイ　カズナリ,プロ(他球団),他球団,842851725,日本ハム,内野手,遊撃手,三塁手,右,左,182,83,27,1994/05/06,支配下,2軍,Kazunari Ishii,Kazunari Ishii,21125134,38,#38,,21125134
81585137,993554801,公文　克彦,クモン　カツヒコ,プロ(他球団),他球団,458039366,西武,投手,中継ぎ,先発,左,左,173,83,30,1992/03/04,支配下,2軍,Katsuhiko Kumon,Katsuhiko Kumon,81585137,23,#23,SAI_LIO,81585137
51755136,1009512938,K－鈴木,ケイ　スズキ,プロ(他球団),他球団,473072806,オリックス,投手,中継ぎ,先発,右,右,186,92,28,1994/01/21,支配下,2軍,K-Suzuki,Kohei Suzuki,51755136,30,#30,ORI_BUF,51755136
1105134,1011850533,池田　隆英,イケダ　タカヒデ,プロ(他球団),他球団,842851725,日本ハム,投手,先発,なし,右,右,181,89,27,1994/10/01,支配下,2軍,Takahide Ikeda,Takahide Ikeda,1105134,52,#52,,1105134
11915137,1021192498,髙田　知季,タカタ　トモキ,プロ(他球団),他球団,724939825,ソフトバンク,内野手,遊撃手,二塁手,右,左,175,68,31,1990/05/06,支配下,2軍,Tomoki Takata,Tomoki Takata,11915137,0,#0,HOK_FIG,11915137
11215137,1047351233,北條　史也,ホウジョウ　フミヤ,プロ(他球団),他球団,894509462,阪神,内野手,二塁手,遊撃手,右,右,177,79,27,1994/07/29,支配下,2軍,Fumiya Hojo,Fumiya Hojo,11215137,26,#26,HAN_TIG,11215137
81285137,1061276755,溝脇　隼人,ミゾワキ　ハヤト,プロ(他球団),他球団,39194887,中日,内野手,二塁手,遊撃手,右,左,179,79,27,1994/05/17,支配下,2軍,Hayato Mizowaki,Hayato Mizowaki,81285137,48,#48,CHU_DRA,81285137
1505137,1071196600,金子　侑司,カネコ　ユウジ,プロ(他球団),他球団,458039366,西武,外野手,中堅手,なし,右,両,179,76,31,1990/04/24,支配下,2軍,Yuji Kaneko,Yuji Kaneko,1505137,7,#7,SAI_LIO,1505137
71475139,1073216833,嶺井　博希,ミネイ　ヒロキ,プロ(他球団),他球団,87807262,横浜,捕手,捕手,なし,右,右,175,85,30,1991/06/04,支配下,2軍,Hiroki Minei,Hiroki Minei,71475139,39,#39,BAY_STA,71475139
1305132,1073216838,今永　昇太,イマナガ　ショウタ,プロ(他球団),他球団,87807262,横浜,投手,先発,なし,左,左,178,83,28,1993/09/01,支配下,2軍,Shota Imanaga,Shota Imanaga,1305132,21,#21,BAY_STA,1305132
91395139,1073216857,上林　誠知,ウエバヤシ　セイジ,プロ(他球団),他球団,724939825,ソフトバンク,外野手,右翼手,中堅手,右,左,184,84,26,1995/08/01,支配下,2軍,Seiji Uebayashi,Seiji Uebayashi,91395139,51,#51,HOK_FIG,91395139
91495139,1073216862,森　友哉,モリ　トモヤ,プロ(他球団),他球団,458039366,西武,捕手,捕手,なし,右,左,170,85,26,1995/08/08,支配下,2軍,Tomoya Mori,Tomoya Mori,91495139,10,#10,SAI_LIO,91495139
51855112,1073216935,山口　俊,ヤマグチ　シュン,プロ(他球団),他球団,1007859055,巨人,投手,先発,なし,右,右,187,98,34,1987/07/11,支配下,2軍,Shun Yamaguchi,Shun Yamaguchi,51855112,17,#17,YOM_GIA,51855112
51755135,1073216961,桑原　将志,クワハラ　マサユキ,プロ(他球団),他球団,87807262,横浜,外野手,中堅手,なし,右,右,174,78,28,1993/07/21,支配下,2軍,Masayuki Kuwahara,Masayuki Kuwahara,51755135,1,#1,BAY_STA,51755135
11015116,1073216970,田中　健二朗,タナカ　ケンジロウ,プロ(他球団),他球団,87807262,横浜,投手,中継ぎ,なし,左,左,179,80,32,1989/09/18,支配下,2軍,Kenjiro Tanaka,Kenjiro Tanaka,11015116,46,#46,BAY_STA,11015116
31135135,1073217002,安達　了一,アダチ　リョウイチ,プロ(他球団),他球団,473072806,オリックス,内野手,二塁手,遊撃手,右,右,179,80,34,1988/01/07,支配下,2軍,Ryoichi Adachi,Ryoichi Adachi,31135135,3,#3,ORI_BUF,31135135
81785133,1073217006,後藤　駿太,ゴトウ　シュンタ,プロ(他球団),他球団,473072806,オリックス,外野手,中堅手,右翼手,右,左,180,83,29,1993/03/05,支配下,2軍,Shunta Goto,Shunta Goto,81785133,8,#8,ORI_BUF,81785133
21925117,1073217007,坂口　智隆,サカグチ　トモタカ,プロ(他球団),他球団,998943140,ヤクルト,外野手,右翼手,左翼手,右,左,181,82,37,1984/07/07,支配下,2軍,Tomotaka Sakaguchi,Tomotaka Sakaguchi,21925117,42,#42,YAK_SWA,21925117
71275118,1073217019,西　勇輝,ニシ　ユウキ,プロ(他球団),他球団,894509462,阪神,投手,先発,なし,右,右,181,82,31,1990/11/10,支配下,2軍,Yuki Nishi,Yuki Nishi,71275118,16,#16,HAN_TIG,71275118
81185116,1073217020,伊藤　光,イトウ　ヒカル,プロ(他球団),他球団,87807262,横浜,捕手,捕手,なし,右,右,180,83,32,1989/04/23,支配下,2軍,Hikaru Ito,Hikaru Ito,81185116,29,#29,BAY_STA,81185116
51655133,1073217028,三ツ俣　大樹,ミツマタ　タイキ,プロ(他球団),他球団,39194887,中日,内野手,三塁手,遊撃手,右,右,177,84,29,1992/05/11,支配下,2軍,Taiki Mitsumata,Taiki Mitsumata,51655133,37,#37,CHU_DRA,51655133
81085131,1073217033,比嘉　幹貴,ヒガ　モトキ,プロ(他球団),他球団,473072806,オリックス,投手,中継ぎ,なし,右,右,177,77,39,1982/12/07,支配下,2軍,Motoki Higa,Motoki Higa,81085131,35,#35,ORI_BUF,81085131
61365135,1073217043,海田　智行,カイダ　トモユキ,プロ(他球団),他球団,473072806,オリックス,投手,中継ぎ,先発,左,左,179,85,34,1987/09/02,支配下,2軍,Tomoyuki Kaida,Tomoyuki Kaida,61365135,47,#47,ORI_BUF,61365135
61365112,1073217050,T－岡田,ティー　オカダ,プロ(他球団),他球団,473072806,オリックス,外野手,一塁手,左翼手,左,左,187,100,34,1988/02/09,支配下,2軍,T-Okada,Takahiro Okada,61365112,55,#55,ORI_BUF,61365112
61465131,1073217052,山田　修義,ヤマダ　ノブヨシ,プロ(他球団),他球団,473072806,オリックス,投手,中継ぎ,先発,左,左,184,90,30,1991/09/19,支配下,2軍,Nobuyoshi Yamada,Nobuyoshi Yamada,61465131,57,#57,ORI_BUF,61465131
81985118,1073217143,立岡　宗一郎,タテオカ　ソウイチロウ,プロ(他球団),他球団,1007859055,巨人,外野手,中堅手,左翼手,右,左,181,82,31,1990/05/18,支配下,2軍,Soichiro Tateoka,Soichiro Tateoka,81985118,39,#39,YOM_GIA,81985118
31335135,1073217150,今村　信貴,イマムラ　ノブタカ,プロ(他球団),他球団,1007859055,巨人,投手,先発,なし,左,左,180,90,28,1994/03/15,支配下,2軍,Nobutaka Imamura,Nobutaka Imamura,31335135,26,#26,YOM_GIA,31335135
1005113,1073217165,中島　宏之,ナカジマ　ヒロユキ,プロ(他球団),他球団,1007859055,巨人,内野手,一塁手,三塁手,右,右,180,90,39,1982/07/31,支配下,2軍,Hiroyuki Nakajima,Hiroyuki Nakajima,1005113,5,#5,YOM_GIA,1005113
91295135,1073217183,十亀　剣,トガメ　ケン,プロ(他球団),他球団,458039366,西武,投手,先発,中継ぎ,右,右,183,88,34,1987/11/07,支配下,2軍,Ken Togame,Ken Togame,91295135,21,#21,SAI_LIO,91295135
41745114,1073217202,木村　文紀,キムラ　フミカズ,プロ(他球団),他球団,842851725,日本ハム,外野手,右翼手,中堅手,右,右,183,86,33,1988/09/13,支配下,2軍,Fumikazu Kimura,Fumikazu Kimura,41745114,36,#36,,41745114
41945116,1073217208,武隈　祥太,タケクマ　ショウタ,プロ(他球団),他球団,458039366,西武,投手,中継ぎ,先発,左,左,180,85,32,1989/11/24,支配下,2軍,Shota Takekuma,Shota Takekuma,41945116,48,#48,SAI_LIO,41945116
21725133,1073217218,熊代　聖人,クマシロ　マサト,プロ(他球団),他球団,458039366,西武,外野手,右翼手,左翼手,右,右,175,77,32,1989/04/18,支配下,2軍,Masato Kumashiro,Masato Kumashiro,21725133,58,#58,SAI_LIO,21725133
81085115,1073217220,中村　剛也,ナカムラ　タケヤ,プロ(他球団),他球団,458039366,西武,内野手,三塁手,なし,右,右,175,102,38,1983/08/15,支配下,2軍,Takeya Nakamura,Takeya Nakamura,81085115,60,#60,SAI_LIO,81085115
1005112,1073217225,田中　靖洋,タナカ　ヤスヒロ,プロ(他球団),他球団,459227327,ロッテ,投手,中継ぎ,抑え,右,右,183,88,34,1987/06/21,支配下,2軍,Yasuhiro Tanaka,Yasuhiro Tanaka,1005112,47,#47,CHI_MAR,1005112
21325113,1073217233,内川　聖一,ウチカワ　セイイチ,プロ(他球団),他球団,998943140,ヤクルト,内野手,一塁手,なし,右,右,184,92,39,1982/08/04,支配下,2軍,Seiichi Uchikawa,Seiichi Uchikawa,21325113,7,#7,YAK_SWA,21325113
31335131,1073217234,今宮　健太,イマミヤ　ケンタ,プロ(他球団),他球団,724939825,ソフトバンク,内野手,遊撃手,なし,右,右,172,76,30,1991/07/15,支配下,2軍,Kenta Imamiya,Kenta Imamiya,31335131,6,#6,HOK_FIG,31335131
51655112,1073217237,松田　宣浩,マツダ　ノブヒロ,プロ(他球団),他球団,724939825,ソフトバンク,内野手,三塁手,なし,右,右,180,86,38,1983/05/17,支配下,2軍,Nobuhiro Matsuda,Nobuhiro Matsuda,51655112,5,#5,HOK_FIG,51655112
1005133,1073217250,千賀　滉大,センガ　コウダイ,プロ(他球団),他球団,724939825,ソフトバンク,投手,先発,なし,右,左,186,92,29,1993/01/30,支配下,2軍,Kodai Senga,Kodai Senga,1005133,41,#41,HOK_FIG,1005133
71875133,1073217251,山下　斐紹,ヤマシタ　アヤツグ,プロ(他球団),他球団,39194887,中日,捕手,捕手,一塁手,右,左,179,95,29,1992/11/16,支配下,2軍,Ayatsugu Yamashita,Ayatsugu Yamashita,71875133,39,#39,CHU_DRA,71875133
51155119,1073217266,明石　健志,アカシ　ケンジ,プロ(他球団),他球団,724939825,ソフトバンク,内野手,二塁手,一塁手,右,左,174,66,36,1986/01/09,支配下,2軍,Kenji Akashi,Kenji Akashi,51155119,8,#8,HOK_FIG,51155119
11615114,1073217267,福田　秀平,フクダ　シュウヘイ,プロ(他球団),他球団,459227327,ロッテ,外野手,中堅手,右翼手,右,左,182,77,33,1989/02/10,支配下,2軍,Shuhei Fukuda,Shuhei Fukuda,11615114,7,#7,CHI_MAR,11615114
31835133,1073217274,柳田　悠岐,ヤナギタ　ユウキ,プロ(他球団),他球団,724939825,ソフトバンク,外野手,右翼手,中堅手,右,左,187,90,33,1988/10/09,支配下,2軍,Yuki Yanagita,Yuki Yanagita,31835133,9,#9,HOK_FIG,31835133
91595135,1073217285,嘉弥真　新也,カヤマ　シンヤ,プロ(他球団),他球団,724939825,ソフトバンク,投手,中継ぎ,中継ぎ,左,左,172,70,32,1989/11/23,支配下,2軍,Shinya Kayama,Shinya Kayama,91595135,57,#57,HOK_FIG,91595135
11215116,1073217288,中村　晃,ナカムラ　アキラ,プロ(他球団),他球団,724939825,ソフトバンク,外野手,一塁手,左翼手,左,左,175,80,32,1989/11/05,支配下,2軍,Akira Nakamura,Akira Nakamura,11215116,7,#7,HOK_FIG,11215116
61465133,1073217296,牧原　大成,マキハラ　タイセイ,プロ(他球団),他球団,724939825,ソフトバンク,内野手,二塁手,遊撃手,右,左,172,73,29,1992/10/15,支配下,2軍,Taisei Makihara,Taisei Makihara,61465133,36,#36,HOK_FIG,61465133
61265118,1073217301,二保　旭,ニホ　アキラ,プロ(他球団),他球団,894509462,阪神,投手,先発,中継ぎ,右,右,182,77,31,1990/05/18,支配下,2軍,Akira Niho,Akira Niho,61265118,34,#34,HAN_TIG,61265118
91595133,1073217306,甲斐　拓也,カイ　タクヤ,プロ(他球団),他球団,724939825,ソフトバンク,捕手,捕手,なし,右,右,170,87,29,1992/11/05,支配下,2軍,Takuya Kai,Takuya Kai,91595133,19,#19,HOK_FIG,91595133
91095135,1073217347,高橋　周平,タカハシ　シュウヘイ,プロ(他球団),他球団,39194887,中日,内野手,三塁手,二塁手,右,左,180,90,28,1994/01/18,支配下,2軍,Shuhei Takahashi,Shuhei Takahashi,91095135,3,#3,CHU_DRA,91095135
31635114,1073217371,福田　永将,フクダ　ノブマサ,プロ(他球団),他球団,39194887,中日,内野手,左翼手,一塁手,右,右,181,90,33,1988/07/23,支配下,2軍,Nobumasa Fukuda,Nobumasa Fukuda,31635114,55,#55,CHU_DRA,31635114
61065116,1073217393,中田　翔,ナカタ　ショウ,プロ(他球団),他球団,1007859055,巨人,内野手,一塁手,左翼手,右,右,184,107,32,1989/04/22,支配下,2軍,Sho Nakata,Sho Nakata,61065116,10,#10,YOM_GIA,61065116
91195119,1073217394,糸井　嘉男,イトイ　ヨシオ,プロ(他球団),他球団,894509462,阪神,外野手,右翼手,なし,右,左,188,99,40,1981/07/31,支配下,2軍,Yoshio Itoi,Yoshio Itoi,91195119,7,#7,HAN_TIG,91195119
21625135,1073217398,松本　剛,マツモト　ゴウ,プロ(他球団),他球団,842851725,日本ハム,外野手,右翼手,左翼手,右,右,180,81,28,1993/08/11,支配下,2軍,Go Matsumoto,Go Matsumoto,21625135,12,#12,,21625135
81285131,1073217405,増井　浩俊,マスイ　ヒロトシ,プロ(他球団),他球団,473072806,オリックス,投手,中継ぎ,先発,右,右,181,77,37,1984/06/26,支配下,2軍,Hirotoshi Masui,Hirotoshi Masui,81285131,17,#17,ORI_BUF,81285131
41445116,1073217411,宮西　尚生,ミヤニシ　ナオキ,プロ(他球団),他球団,842851725,日本ハム,投手,中継ぎ,なし,左,左,180,80,36,1985/06/02,支配下,2軍,Naoki Miyanishi,Naoki Miyanishi,41445116,25,#25,,41445116
61365118,1073217414,大野　奨太,オオノ　ショウタ,プロ(他球団),他球団,39194887,中日,捕手,捕手,なし,右,右,177,80,35,1987/01/13,支配下,2軍,Shota Ono,Shota Ono,61365118,27,#27,CHU_DRA,61365118
21025131,1073217422,中村　勝,ナカムラ　マサル,プロ(他球団),他球団,473072806,オリックス,投手,先発,なし,右,右,185,83,30,1991/12/11,育成,2軍,Masaru Nakamura,Masaru Nakamura,21025131,121,#121,ORI_BUF,21025131
31035118,1073217434,谷元　圭介,タニモト　ケイスケ,プロ(他球団),他球団,39194887,中日,投手,中継ぎ,抑え,右,右,167,72,37,1985/01/28,支配下,2軍,Keisuke Tanimoto,Keisuke Tanimoto,31035118,14,#14,CHU_DRA,31035118
1105135,1073217435,石川　慎吾,イシカワ　シンゴ,プロ(他球団),他球団,1007859055,巨人,外野手,左翼手,右翼手,右,右,178,80,28,1993/04/27,支配下,2軍,Shingo Ishikawa,Shingo Ishikawa,1105135,36,#36,YOM_GIA,1105135
41745135,1073217440,近藤　健介,コンドウ　ケンスケ,プロ(他球団),他球団,842851725,日本ハム,外野手,左翼手,右翼手,右,左,171,86,28,1993/08/09,支配下,2軍,Kensuke Kondo,Kensuke Kondo,41745135,8,#8,,41745135
11215118,1073217442,中島　卓也,ナカシマ　タクヤ,プロ(他球団),他球団,842851725,日本ハム,内野手,遊撃手,なし,右,左,178,75,31,1991/01/11,支配下,2軍,Takuya Nakashima,Takuya Nakashima,11215118,9,#9,,11215118
81785118,1073217447,杉谷　拳士,スギヤ　ケンシ,プロ(他球団),他球団,842851725,日本ハム,内野手,左翼手,二塁手,右,両,173,78,31,1991/02/04,支配下,2軍,Kenshi Sugiya,Kenshi Sugiya,81785118,2,#2,,81785118
51355135,1073217448,上沢　直之,ウワサワ　ナオユキ,プロ(他球団),他球団,842851725,日本ハム,投手,先発,なし,右,右,187,90,28,1994/02/06,支配下,2軍,Naoyuki Uwasawa,Naoyuki Uwasawa,51355135,15,#15,,51355135
61065131,1073217504,原口　文仁,ハラグチ　フミヒト,プロ(他球団),他球団,894509462,阪神,内野手,捕手,一塁手,右,右,182,92,30,1992/03/03,支配下,2軍,Fumihito Haraguchi,Fumihito Haraguchi,61065131,94,#94,HAN_TIG,61065131
51255133,1073217511,中谷　将大,ナカタニ　マサヒロ,プロ(他球団),他球団,724939825,ソフトバンク,外野手,右翼手,左翼手,右,右,187,95,29,1993/01/05,支配下,2軍,Masahiro Nakatani,Masahiro Nakatani,51255133,13,#13,HOK_FIG,51255133
31235133,1073217584,中﨑　翔太,ナカザキ　ショウタ,プロ(他球団),他球団,743993386,広島,投手,抑え,なし,右,右,186,101,29,1992/08/10,支配下,2軍,Shota Nakazaki,Shota Nakazaki,31235133,21,#21,,31235133
91195116,1073217588,安部　友裕,アベ　トモヒロ,プロ(他球団),他球団,743993386,広島,内野手,三塁手,二塁手,右,左,181,88,32,1989/06/24,支配下,2軍,Tomohiro Abe,Tomohiro Abe,91195116,6,#6,,91195116
81185133,1073217589,磯村　嘉孝,イソムラ　ヨシタカ,プロ(他球団),他球団,743993386,広島,捕手,捕手,なし,右,右,178,92,29,1992/11/01,支配下,2軍,Yoshitaka Isomura,Yoshitaka Isomura,81185133,40,#40,,81185133
31735112,1073217614,川端　慎吾,カワバタ　シンゴ,プロ(他球団),他球団,998943140,ヤクルト,内野手,一塁手,なし,右,左,185,86,34,1987/10/16,支配下,2軍,Shingo Kawabata,Shingo Kawabata,31735112,5,#5,YAK_SWA,31735112
91895133,1073217630,山田　哲人,ヤマダ　テツト,プロ(他球団),他球団,998943140,ヤクルト,内野手,二塁手,なし,右,右,180,76,29,1992/07/16,支配下,2軍,Tetsuto Yamada,Tetsuto Yamada,91895133,1,#1,YAK_SWA,91895133
71575131,1073217759,荻野　貴司,オギノ　タカシ,プロ(他球団),他球団,459227327,ロッテ,外野手,左翼手,中堅手,右,右,172,75,36,1985/10/21,支配下,2軍,Takashi Ogino,Takashi Ogino,71575131,0,#0,CHI_MAR,71575131
1505114,1073217765,大嶺　祐太,オオミネ　ユウタ,プロ(他球団),他球団,39194887,中日,投手,先発,中継ぎ,右,左,184,83,33,1988/06/16,育成,2軍,Yuta Omine,Yuta Omine,1505114,211,#211,CHU_DRA,1505114
71675135,1073217803,益田　直也,マスダ　ナオヤ,プロ(他球団),他球団,459227327,ロッテ,投手,抑え,中継ぎ,右,右,178,80,32,1989/10/25,支配下,2軍,Naoya Masuda,Naoya Masuda,71675135,52,#52,CHI_MAR,71675135
61365133,1073217804,江村　直也,エムラ　ナオヤ,プロ(他球団),他球団,459227327,ロッテ,捕手,捕手,なし,右,右,176,80,29,1992/05/06,支配下,2軍,Naoya Emura,Naoya Emura,61365133,53,#53,CHI_MAR,61365133
41545114,1073217812,角中　勝也,カクナカ　カツヤ,プロ(他球団),他球団,459227327,ロッテ,外野手,左翼手,なし,右,左,180,85,34,1987/05/25,支配下,2軍,Katsuya Kakunaka,Katsuya Kakunaka,41545114,3,#3,CHI_MAR,41545114
1205118,1073217829,西野　勇士,ニシノ　ユウジ,プロ(他球団),他球団,459227327,ロッテ,投手,先発,なし,右,右,183,90,31,1991/03/06,支配下,2軍,Yuji Nishino,Yuji Nishino,1205118,29,#29,CHI_MAR,1205118
3505136,1073218055,ソト,ネフタリ　ソト,プロ(他球団),他球団,87807262,横浜,内野手,一塁手,二塁手,右,右,185,97,33,1989/02/28,支配下,2軍,Neftali Soto,Neftali O. Soto,3505136,99,#99,BAY_STA,3505136
21625119,1073219263,チェン,チェン・ウェイン,プロ(他球団),他球団,894509462,阪神,投手,先発,なし,左,右,183,86,36,1985/07/21,支配下,2軍,Wei-Yin Chen,Wei-Yin Chen,21625119,14,#14,HAN_TIG,21625119
11815117,1073219274,和田　毅,ワダ　ツヨシ,プロ(他球団),他球団,724939825,ソフトバンク,投手,先発,なし,左,左,179,80,41,1981/02/21,支配下,2軍,Tsuyoshi Wada,Tsuyoshi Wada,11815117,21,#21,HOK_FIG,11815117
13715132,1073219451,ビシエド,ダヤン　ビシエド,プロ(他球団),他球団,39194887,中日,内野手,一塁手,なし,右,右,185,108,33,1989/03/10,支配下,2軍,Dayan Viciedo,Dayan Viciedo Perez,13715132,66,#66,CHU_DRA,13715132
23725138,1073219689,マーティン,レオネス・マーティン,プロ(他球団),他球団,459227327,ロッテ,外野手,右翼手,なし,右,左,189,91,34,1988/03/06,支配下,2軍,Leonys Martin,Leonys Martín Tapanes,23725138,79,#79,CHI_MAR,23725138
93795138,1073220081,デラロサ,ルビー　デラロサ,プロ(他球団),他球団,1007859055,巨人,投手,抑え,中継ぎ,右,右,183,95,33,1989/03/04,支配下,2軍,Rubby De La Rosa,Rubby De La Rosa,93795138,12,#12,YOM_GIA,93795138
41945139,1073220222,田口　麗斗,タグチ　カズト,プロ(他球団),他球団,998943140,ヤクルト,投手,先発,中継ぎ,左,左,171,83,26,1995/09/14,支配下,2軍,Kazuto Taguchi,Kazuto Taguchi,41945139,34,#34,YAK_SWA,41945139
21525136,1073221659,北村　拓己,キタムラ　タクミ,プロ(他球団),他球団,1007859055,巨人,内野手,三塁手,一塁手,右,右,181,90,26,1995/08/29,支配下,2軍,Takumi Kitamura,Takumi Kitamura,21525136,52,#52,YOM_GIA,21525136
41645139,1073221664,若月　健矢,ワカツキ　ケンヤ,プロ(他球団),他球団,473072806,オリックス,捕手,捕手,なし,右,右,180,88,26,1995/10/04,支配下,2軍,Kenya Wakatsuki,Kenya Wakatsuki,41645139,2,#2,ORI_BUF,41645139
31235134,1073221665,田中　正義,タナカ　セイギ,プロ(他球団),他球団,724939825,ソフトバンク,投手,中継ぎ,先発,右,右,188,93,27,1994/07/19,支配下,2軍,Seigi Tanaka,Seigi Tanaka,31235134,25,#25,HOK_FIG,31235134
51255134,1073221682,谷岡　竜平,タニオカ　タッペイ,プロ(他球団),他球団,1007859055,巨人,投手,中継ぎ,先発,右,右,181,89,26,1996/03/21,育成,2軍,Tappei Tanioka,Tappei Tanioka,51255134,40,#040,YOM_GIA,51255134
41545136,1073221739,清宮　幸太郎,キヨミヤ　コウタロウ,プロ(他球団),他球団,842851725,日本ハム,内野手,一塁手,なし,右,左,184,98,22,1999/05/25,支配下,2軍,Kotaro Kiyomiya,Kotaro Kiyomiya,41545136,21,#21,,41545136
53155153,1073221762,松井　聖,マツイ　ショウ,プロ(他球団),他球団,998943140,ヤクルト,捕手,捕手,なし,右,左,175,80,26,1995/05/29,育成,2軍,,,53155153,22,#022,YAK_SWA,53155153
91595139,1073221772,奥村　展征,オクムラ　ノブユキ,プロ(他球団),他球団,998943140,ヤクルト,内野手,遊撃手,二塁手,右,左,178,76,26,1995/05/26,支配下,2軍,Nobuyuki Okumura,Nobuyuki Okumura,91595139,0,#00,YAK_SWA,91595139
